-2.0e0 0.0e0 0.0e0 0.0e0
-1.9e0 0.0e0 0.0e0 0.0e0
-1.8e0 0.0e0 0.0e0 0.0e0
-1.7e0 0.0e0 0.0e0 0.0e0
-1.6e0 0.0e0 0.0e0 0.0e0
-1.5e0 0.0e0 0.0e0 0.0e0
-1.4e0 0.0e0 0.0e0 0.0e0
-1.3e0 0.0e0 0.0e0 0.0e0
-1.2e0 0.0e0 0.0e0 0.0e0
-1.1e0 0.0e0 0.0e0 0.0e0
-1.0e0 0.0e0 0.0e0 0.0e0
-9.0e-1 0.0e0 0.0e0 0.0e0
-8.0e-1 0.0e0 0.0e0 0.0e0
-7.0e-1 0.0e0 0.0e0 0.0e0
-6.0e-1 0.0e0 0.0e0 0.0e0
-5.0e-1 0.0e0 0.0e0 0.0e0
-4.0e-1 0.0e0 0.0e0 0.0e0
-3.0e-1 0.0e0 0.0e0 0.0e0
-2.0e-1 0.0e0 0.0e0 0.0e0
-1.0e-1 0.0e0 0.0e0 0.0e0
0.0e0 0.0e0 0.0e0 0.0e0
1.0e-1 0.0e0 0.0e0 0.0e0
2.0e-1 0.0e0 0.0e0 0.0e0
3.0e-1 0.0e0 0.0e0 0.0e0
4.0e-1 0.0e0 0.0e0 0.0e0
5.0e-1 0.0e0 0.0e0 0.0e0
6.0e-1 0.0e0 0.0e0 0.0e0
7.0e-1 0.0e0 0.0e0 0.0e0
8.0e-1 0.0e0 0.0e0 0.0e0
9.0e-1 0.0e0 0.0e0 0.0e0
1.0e0 0.0e0 0.0e0 0.0e0
1.1e0 0.0e0 0.0e0 0.0e0
1.2e0 0.0e0 0.0e0 0.0e0
1.3e0 0.0e0 0.0e0 0.0e0
1.4e0 0.0e0 0.0e0 0.0e0
1.5e0 0.0e0 0.0e0 0.0e0
1.6e0 0.0e0 0.0e0 0.0e0
1.7e0 0.0e0 0.0e0 0.0e0
1.8e0 0.0e0 0.0e0 0.0e0
1.9e0 0.0e0 0.0e0 0.0e0
2.0e0 0.0e0 0.0e0 0.0e0

-2.0e0 1.57079e-1 -2.8648036e-3 -2.8648036e-3
-1.9e0 1.57079e-1 -4.2312732e-3 -4.2312732e-3
-1.8e0 1.57079e-1 -6.1257913e-3 -6.1257913e-3
-1.7e0 1.57079e-1 -8.6929898e-3 -8.6929898e-3
-1.6e0 1.57079e-1 -1.20917448e-2 -1.20917448e-2
-1.5e0 1.57079e-1 -1.6489806e-2 -1.6489806e-2
-1.4e0 1.57079e-1 -2.2027063e-2 -2.2027063e-2
